0.95286	1.45180324772088
1.0235	1.45542327465673
1.1139	1.45928218832893
1.1449	1.46040430345037
1.1707	1.46125955088005
1.1715	1.46128492666452
1.192	1.46191169282417
1.246	1.46334595470441
1.249	1.46341641035632
1.2672	1.46382299874824
1.2731	1.46394712078757
1.2848	1.46418212719763
1.2999	1.46446353568009
1.3052	1.4645564572341
1.306	1.46457021897717
1.3196	1.4647935654674
1.3439	1.46514274923979
1.3795	1.46553872825598
1.3795	1.46553872825598
1.4191	1.46581767277941
1.4198	1.46582107283389
1.4335	1.46587690939263
1.4578	1.46592582591459
1.476	1.4659204744456
1.4942	1.4658791612228
1.5595	1.46543502219854
1.574	1.46527363233262
1.5837	1.46515294189044
1.6339	1.464365428475
1.6362	1.46432280961084
1.6529	1.46399619485561
1.6977	1.46297109543384
1.7038	1.46281475353711
1.7053	1.46277569385283
1.7061	1.46275476278003
1.719	1.46240771985243
1.719	1.46240771985243
1.857	1.45757588702785
1.8973	1.45578045230477
1.9649	1.45238137153571
2.2981	1.42866020427032
