-0.078029	1.5087074705313
-0.11823	1.50633809825208
0.054031	1.51533625523275
0.14968	1.51902226157671
0.19066	1.52031273636705
0.27571	1.52243560340315
0.2886	1.52269177409463
0.29241	1.52276418309812
0.29769	1.52286203238305
0.31371	1.52314115767277
0.32963	1.52339206655985
0.36004	1.52379794686537
0.3646	1.52385049748129
0.38657	1.52407329252202
0.4025	1.5242033462094
0.43668	1.52439302630157
0.44962	1.52443301425759
0.46556	1.52445824397863
0.48904	1.52444709266298
0.50042	1.52442098015711
0.53616	1.5242510746959
0.56111	1.52405345178899
0.56647	1.52400252183686
0.57179	1.52394900873359
0.59754	1.52364827843083
0.60448	1.52355540174457
0.61207	1.5234480797278
0.62114	1.52331195866012
0.63864	1.52302510669739
0.64773	1.52286352507876
0.66516	1.52252964268392
0.73196	1.52095766306395
0.87775	1.51592280977103
0.88158	1.51576102301629
0.93016	1.51357844258612
1.1244	1.50245460401531
